id,t
80,วะอิซา มะริฎตุ ฟะฮุวะ ยัชฟีน
81,วัลละซี ยุมีตุนี ษุมมะ ยุห์ยีน
82,วัลละซี อัฏมะอฺุ อัย ยัฆฟิเราะ ลี เคาะฏีอะตี เยามัด ดีน
83,ร็อบบิ ฮับ ลี ฮุกเมา วะอัลฮิกฺนี บิศศอลิฮีน
84,วัจญ์อฺัล ลี ลิสานะ ศิดกฺิน ฟิล อาคิรีน
85,วัจญ์อฺัลนี มิว วะเราะษะติ ญันนะติน นะอฺีม
86,วัฆฟิร ลิอะบี อินนะฮู กานะ มินัฎ ฎอ-ลลีน
87,วะลา ตุคซินี เยามะ ยุบอฺะษูน
88,เยามะ ลา ยันฟะอฺุ มาลู วะลา บะนูน
89,อิลลา มัน อะตัล ลอฮะ บิกฺ็อลบิน สะลีม
90,วะอุซลิฟะติล ญันนะตุ ลิลมุตตะกฺีน
91,วะบุรริซะติล ญะฮีมุ ลิลฆอวีน
92,วะกฺีละ ละฮุม อัยนะ มา กุนตุม ตะอฺ์บุดูน
93,มิน ดูนิล ลาฮิ ฮัล ยันศุรูนะกุม เอา ยันตะศิรูน
94,ฟะกุบกิบู ฟีฮา ฮุม วัลฆอวูน
95,วะญุนูดุ อิบลีสะ อัจญ์มะอฺูน
96,กฺอลู วะฮุม ฟีฮา ยัคตะศิมูน
97,ตัลลอฮิ อิน กุนนา ละฟี เฎาะลาลิม มุบีน
98,อิซ นุเสาวีกุม บิร็อบบิล อฺาละมีน
99,วะมา อะฎ็อลละนา อิลลัล มุจญ์ริมูน
100,ฟะมา ละนา มิน ชาฟิอฺีน
101,วะลา เศาะดีกฺิน ฮะมีม
102,ฟะเลา อันนะ ละนา กัรเราะตัน ฟะนะกูนะ มินัล มุอ์มินีน
103,อินนะ ฟี ซาลิกะ ละอายะฮ์  ^  วะมา กานะ อักษะรุฮุม มุอ์มินีน
104,วะอินนะ ร็อบบะกะ ละฮุวัล อฺะซีซุร เราะฮีม
105,กัซซะบัต เกฺอ์ามุ นูฮินิล มุรสะลีน
106,อิซ กฺอละ ละฮุม อะคูฮุม นูฮุน อะลา ตัตตะกฺูน
107,อินนี ละกุม เราะสูลุน อะมีน
108,ฟัตตะกฺุล ลอฮะ วะอะฏีอฺูน
109,วะมา อัสอะลุกุม อฺะลัยฮิ มิน อัจญ์ร์  ^  อิน อัจญ์ริยะ อิลลา อฺะลา ร็อบบิล อฺาละมีน
110,ฟัตตะกฺุล ลอฮะ วะอะฏีอฺูน
111,กฺอลู อะนุอ์มินุ ละกะ วัตตะบะอฺะกัล อัรซะลูน
112,กฺอละ วะมา อฺิลมี บิมา กานู ยะอฺ์มะลูน
