id,t
32,ยุรีดูนะ อัย ยุฏฟิอู นูร็อล ลอฮิ บิอัฟวาฮิฮิม วะยะอ์บัล ลอฮุ อิลลา อัย ยุติมมะ นูเราะฮู วะเลา กะริฮัล กาฟิรูน
33,ฮุวัล ละซี อัรสะละ เราะสูละฮู บิลฮุดา วะดีนิล ฮักฺกฺิ ลิยุซฺฮิเราะฮู อฺะลัด ดีนิ กุลลิฮี วะเลา กะริฮัล มุชริกูน
34,ยาอัยยุฮัล ละซีนะ อามะนู อินนะ กะษีร็อม มินัล อะห์บาริ วัรรุฮ์บานิ ละยะอ์กุลูนะ อัมวาลัน นาสิ บิลบาฏิลิ วะยะศุดดูนะ อฺัน สะบีลิล ลาฮ์  ^  วัลละซีนะ ยักนิซูนัซ ซะฮะบะ วัลฟิฎเฎาะตะ วะลา ยุนฟิกฺูนะฮา ฟี สะบีลิล ลาฮิ ฟะบัชชิรฮุม บิอฺะซาบิน อะลีม
35,เยามะ ยุห์มา อฺะลัยฮา ฟี นาริ ญะฮันนะมะ ฟะตุกวา บิฮา ญิบาฮุฮุม วะญุนูบุฮุม วะซฺุฮูรุฮุม  ^  ฮาซา มา กะนัซตุม ลิอันฟุสิกุม ฟะซูกฺู มา กุนตุม ตักนิซูน
36,อินนะ อฺิดดะตัช ชุฮูริ อฺินดัล ลอฮิษ นา อฺะชะเราะ ชะฮ์ร็อน ฟี กิตาบิล ลาฮิ เยามะ เคาะละกฺ็อส สะมาวาติ วัลอัรเฎาะ มินฮา อัรบะอฺะตุน ฮุรุม  ^  ซาลิกัด ดีนุล กฺ็อยยิม  ^  ฟะลา ตัซฺลิมู ฟีฮินนะ อันฟุสะกุม  ^  วะกฺอติลุล มุชริกีนะ กา-ฟฟะตัน กะมา ยุกฺอติลูนะกุม กา-ฟฟะฮ์  ^  วะอฺ์ละมู อันนัล ลอฮะ มะอฺัล มุตตะกฺีน
37,อินนะมัน นะสีอุ ซิยาดะตุน ฟิล กุฟร์  ^  ยุฎ็อลลุ บิฮิล ละซีนะ กะฟะรู ยุฮิลลูนะฮู อฺาเมา วะยุฮัรริมูนะฮู อฺามัล ลิยุวาฏิอู อฺิดดะตะ มา ฮัรเราะมัล ลอฮุ ฟะยุฮิลลู มา ฮัรเราะมัล ลอฮ์  ^  ซุยยินะ ละฮุม สูอุ อะอฺ์มาลิฮิม  ^  วัลลอฮุ ลา ยะฮ์ดิล เกฺอ์ามัล กาฟิรีน
38,ยาอัยยุฮัล ละซีนะ อามะนู มา ละกุม อิซา กฺีละ ละกุมุน ฟิรู ฟี สะบีลิล ลาฮิษ ษากฺ็อลตุม อิลัล อัรฎ์  ^  อะเราะฎีตุม บิลฮะยาติด ดุนยา มินัล อาคิเราะฮ์  ^  ฟะมา มะตาอฺุล ฮะยาติด ดุนยา ฟิล อาคิเราะติ อิลลา เกฺาะลีล
39,อิลลา ตันฟิรู ยุอฺัซซิบกุม อฺะซาบัน อะลีเมา วะยัสตับดิล เกฺอ์ามัน ฆ็อยเราะกุม วะลา ตะฎุรรูฮุ ชัยอา  ^  วัลลอฮุ อฺะลา กุลลิ ชัยอิน เกฺาะดีร
40,อิลลา ตันศุรูฮุ ฟะกฺ็อด นะเศาะเราะฮุล ลอฮุ อิซ อัคเราะญะฮุล ละซีนะ กะฟะรู ษานิยัษ นัยนิ อิซ ฮุมา ฟิล ฆอริ อิซ ยะกฺูลุ ลิศอฮิบิฮี ลา ตะห์ซัน อินนัล ลอฮะ มะอฺะนา  ^  ฟะอันซะลัล ลอฮุ สะกีนะตะฮู อฺะลัยฮิ วะอัยยะดะฮู บิญุนูดิล ลัม ตะเรอ์าฮา วะญะอฺะละ กะลิมะตัล ละซีนะ กะฟะรุส สุฟลา  ^  วะกะลิมะตุล ลอฮิ ฮิยัล อฺุลยา  ^  วัลลอฮุ อฺะซีซุน ฮะกีม
41,อินฟิรู คิฟาเฟา วะษิกฺอเลา วะญาฮิดู บิอัมวาลิกุม วะอันฟุสิกุม ฟี สะบีลิล ลาฮ์  ^  ซาลิกุม ค็อยรุล ละกุม อิน กุนตุม ตะอฺ์ละมูน
