id,t
60,วะกฺอละ ร็อบบุกุมุด อฺูนี อัสตะญิบ ละกุม  ^  อินนัล ละซีนะ ยัสตักบิรูนะ อฺัน อฺิบาดะตี สะยัดคุลูนะ ญะฮันนะมะ ดาคิรีน
61,อัลลอฮุล ละซี ญะอฺะละ ละกุมุล ลัยละ ลิตัสกุนู ฟีฮิ วันนะฮาเราะ มุบศิรอ  ^  อินนัล ลอฮะ ละซู ฟัฎลิน อฺะลัน นาสิ วะลากินนะ อักษะร็อน นาสิ ลา ยัชกุรูน
62,ซาลิกุมุล ลอฮุ ร็อบบุกุม คอลิกฺุ กุลลิ ชัยอิล ลา อิลาฮะ อิลลา ฮู  ^  ฟะอันนา ตุอ์ฟะกูน
63,กะซาลิกะ ยุอ์ฟะกุล ละซีนะ กานู บิอายาติล ลาฮิ ยัจญ์ฮะดูน
64,อัลลอฮุล ละซี ญะอฺะละ ละกุมุล อัรเฎาะ เกฺาะรอเรอ์า วัสสะมาอะ บินาเอา วะเศอ์าวะเราะกุม ฟะอะห์สะนะ ศุวะเราะกุม วะเราะซะเกฺาะกุม มินัฏ ฏ็อยยิบาต  ^  ซาลิกุมุล ลอฮุ ร็อบบุกุม  ^  ฟะตะบาเราะกัล ลอฮุ ร็อบบุล อฺาละมีน
65,ฮุวัล ฮัยยุ ลา อิลาฮะ อิลลา ฮุวะ ฟัดอฺูฮุ มุคลิศีนะ ละฮุด ดีน  ^  อัลฮัมดุ ลิลลาฮิ ร็อบบิล อฺาละมีน
66,กฺุล อินนี นุฮีตุ อัน อะอฺ์บุดัล ละซีนะ ตัดอฺูนะ มิน ดูนิล ลาฮิ ลัมมา ญาอะนิยัล บัยยินาตุ มิร ร็อบบี วะอุมิรตุ อัน อุสลิมะ ลิร็อบบิล อฺาละมีน
67,ฮุวัล ละซี เคาะละเกฺาะกุม มิน ตุรอบิน ษุมมะ มิน นุฏฟะติน ษุมมะ มิน อฺะละเกฺาะติน ษุมมะ ยุคริญุกุม ฏิฟลัน ษุมมะ ลิตับลุฆู อะชุดดะกุม ษุมมะ ลิตะกูนู ชุยูคอ  ^  วะมินกุม มัย ยุตะวัฟฟา มิน กฺ็อบล์  ^  วะลิตับลุฆู อะญะลัม มุสัมเมา วะละอฺัลละกุม ตะอฺ์กฺิลูน
68,ฮุวัล ละซี ยุห์ยี วะยุมีต  ^  ฟะอิซา เกฺาะฎอ อัมร็อน ฟะอินนะมา ยะกฺูลุ ละฮู กุน ฟะยะกูน
69,อะลัม ตะเราะ อิลัล ละซีนะ ยุญาดิลูนะ ฟี อายาติล ลาฮิ อันนา ยุศเราะฟูน
70,อัลละซีนะ กัซซะบู บิลกิตาบิ วะบิมา อัรสัลนา บิฮี รุสุละนา  ^  ฟะเสาฟะ ยะอฺ์ละมูน
71,อิซิล อัฆลาลุ ฟี อะอฺ์นากฺิฮิม วัสสะลาสิลุ ยุสฮะบูน
72,ฟิล ฮะมีมิ ษุมมะ ฟิน นาริ ยุสญะรูน
73,ษุมมะ กฺีละ ละฮุม อัยนะ มา กุนตุม ตุชริกูน
74,มิน ดูนิล ลาฮ์  ^  กฺอลู ฎ็อลลู อฺันนา บัล ลัม นะกุน นัดอฺู มิน กฺ็อบลุ ชัยอา  ^  กะซาลิกะ ยุฎิลลุล ลอฮุล กาฟิรีน
75,ซาลิกุม บิมา กุนตุม ตัฟเราะฮูนะ ฟิล อัรฎิ บิฆ็อยริล ฮักฺกฺิ วะบิมา กุนตุม ตัมเราะฮูน
76,อุดคุลู อับวาบะ ญะฮันนะมะ คอลิดีนะ ฟีฮา  ^  ฟะบิอ์สะ มัษวัล มุตะกับบิรีน
77,ฟัศบิร อินนะ วะอฺ์ดัล ลอฮิ ฮักฺกฺ์  ^  ฟะอิมมา นุริยันนะกะ บะอฺ์ฎ็อล ละซี นะอฺิดุฮุม เอา นะตะวัฟฟะยันนะกะ ฟะอิลัยนา ยุรญะอฺูน
78,วะละกฺ็อด อัรสัลนา รุสุลัม มิน กฺ็อบลิกะ มินฮุม มัน เกฺาะศ็อศนา อฺะลัยกะ วะมินฮุม มัล ลัม นักฺศุศ อฺะลัยก์  ^  วะมา กานะ ลิเราะสูลิน อัย ยะอ์ติยะ บิอายะติน อิลลา บิอิซนิล ลาฮ์  ^  ฟะอิซา ญาอะ อัมรุล ลอฮิ กฺุฎิยะ บิลฮักฺกฺิ วะเคาะสิเราะ ฮุนาลิกัล มุบฏิลูน
79,อัลลอฮุล ละซี ญะอฺะละ ละกุมุล อันอฺามะ ลิตัรกะบู มินฮา วะมินฮา ตะอ์กุลูน
80,วะละกุม ฟีฮา มะนาฟิอฺุ วะลิตับลุฆู อฺะลัยฮา ฮาญะตัน ฟี ศุดูริกุม วะอฺะลัยฮา วะอฺะลัล ฟุลกิ ตุห์มะลูน
81,วะยุรีกุม อายาติฮี ฟะอัยยะ อายาติล ลาฮิ ตุนกิรูน
82,อะฟะลัม ยะสีรู ฟิล อัรฎิ ฟะยันซฺุรู กัยฟะ กานะ อฺากฺิบะตุล ละซีนะ มิน กฺ็อบลิฮิม  ^  กานู อักษะเราะ มินฮุม วะอะชัดดะ กฺูว์วะเตา วะอาษาร็อน ฟิล อัรฎิ ฟะมา อัฆนา อฺันฮุม มา กานู ยักสิบูน
83,ฟะลัมมา ญาอัตฮุม รุสุลุฮุม บิลบัยยินาติ ฟะริฮู บิมา อฺินดะฮุม มินัล อฺิลมิ วะฮาเกฺาะ บิฮิม มา กานู บิฮี ยัสตะฮ์ซิอูน
84,ฟะลัมมา เราะเอา บะอ์สะนา กฺอลู อามันนา บิลลาฮิ วะห์ดะฮู วะกะฟัรนา บิมา กุนนา บิฮี มุชริกีน
85,ฟะลัม ยะกุ ยันฟะอฺุฮุม อีมานุฮุม ลัมมา เราะเอา บะอ์สะนา  ^  สุนนะตัล ลอฮิล ละตี กฺ็อด เคาะลัต ฟี อฺิบาดิฮ์  ^  วะเคาะสิเราะ ฮุนาลิกัล กาฟิรูน
